2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TB,,,,,,,Malaria (p.falc),,,,,,,,,,,,,,,,Malaria (p.vivax),,,,,,,,,,Malaria,HIV,,,,,,,,,,,,,RoundWorm,,,Hookworm,,Whipworm,,,,,,Worms,Schistosomiasis,,,,,Total,,,TB,,,,,,,Malaria (p.falc),,,,,,,,,,,,,,,,,,,Malaria (p.vivax),,,,,,,,,,Malaria,HIV,,,,,,,,,,,RoundWorm,,,Hookworm,,Whipworm,,,,,,Worms,Schistomasis,,Onchocerciasis,,,,,Total
Botswana,"10,602.62","8,589.87",17.19,2.66,35.15,2.58,"19,250.08","5,107.26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,107.26",0,0,,,0,0,,0,0,0,"5,107.26","2,881.51",26.96,"1,228.07",21.17,"1,264.82","1,140.17",169.34,81.61,"2,045.35",558.2,0,0,"9,417.20",,,,,,,,,-,-,-,-,85.05,85.05,,,-,"38,966.85",,Botswana,"8,490.23","54,154.90",0,0,0,0,"62,645.13",627.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627.22,0,0,0,0,0,0,0,0,0,0,627.22,"2,424.13",87.73,"1,051.39",2.89,13.72,"1,643.13",586.71,223.38,"1,117.68","1,864.42","9,015.20",,,,,,,,,0,0,0,0,260.62,260.62,0,0,,,0,"72,548.17"
Brazil,"41,242.97","286,507.19",110.99,17.18,192.21,64.8,"328,135.35",32.61,0,0,30.45,0,0,0,0,0,0,0,0,0,0,0,63.06,378.22,0,,,0,0,,0,0,378.22,441.28,"9,531.11",205.01,"7,075.52",5.76,487.67,"6,313.14",587,221.38,252.36,"2,456.47","1,022.64",3.42,"28,161.49",,,,,,,,,-,-,-,-,"4,569.38","4,569.38",,-,-,"361,370.55",,Brazil,"25,103.88","160,125.08",632.48,97.92,"1,117.56",66.26,"187,143.17",0,0,0,0,0,0,0,100.33,0,0,0,0,0,0,0,0,0,0,100.33,"1,626.44",0,0,0,0,0,0,0,0,"1,626.44","1,726.77","27,220.92",619.66,"11,281.08",19.17,90.67,"19,440.95","7,094.40","2,406.94","12,117.22","22,385.84","102,676.85",,,,,,,,,0,0,0,0,"4,776.51","4,776.51",0,0,,-,0,"296,323.30"
British Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,-,-,-,-,,-,,,-,0,,British Virgin Islands,0,0,0,0,0,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,0.04
Brunei Darussalam,1.88,676.9,0,0,0,0.44,679.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0.55,0.02,0.23,0,0.24,0.22,0.03,0.02,0.37,0.1,0,0,1.78,,,,,,,,,-,-,-,-,,-,0.02,,0.02,681.01,,Brunei Darussalam,45.89,292.68,0,0,0,0.51,339.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,-,-,0,339.08
Bulgaria,8.28,"11,216.19",9.24,1.43,23.82,2.07,"11,261.04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0.22,0.03,0.08,0,0.11,0.07,0,0.03,0.11,0,0,0,0.66,,,,,,,,,-,-,-,-,,-,,,-,"11,261.69",,Bulgaria,359.95,"2,295.94",0,0,0,5.34,"2,661.23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,"2,661.23"
Burkina Faso,"23,877.96","170,667.28",20.27,3.14,46.08,100.33,"194,715.05","900,187.77",0,0,0,"736,833.95",0,0,0,0,0,0,0,0,0,0,"1,637,021.72",0,0,,,0,0,,0,0,0,"1,637,021.72","1,046.09",14.39,440.69,8.33,459.09,423.89,63.01,34.59,730.17,205.54,0,0,"3,425.80",,,,,,,,,-,-,-,-,"10,169.26","10,169.26",,224.55,224.55,"3,482,578.09",,Burkina Faso,"28,053.43","178,938.77","5,180.33",802.01,"7,341.48",477.71,"220,793.71","254,418.08",0,0,0,0,"258,005.20",0,0,0,0,0,0,0,0,0,0,0,0,"512,423.27",0,0,0,0,0,0,0,0,0,0,"512,423.27",596.09,31.96,263.46,1.13,5.29,386.39,136.55,62.65,277.56,433.95,"2,195.02",,,,,,,,,0,0,0,0,896.71,896.71,0,0,,70.43,70.43,"736,379.15"
Burundi,"75,067.67","387,240.62",30.09,4.66,65.36,38.57,"462,446.96",0,0,0,0,"175,412.62",0,0,0,0,0,0,0,0,0,0,"175,412.62",0,0,,,0,0,,0,0,0,"175,412.62","3,926.47",49.93,"1,649.74",32.03,"1,717.23","1,616.89",245.61,129.39,"2,734.29",796.13,0,0,"12,897.71",,,,"1,211.71",,12.95,,-,-,"1,211.71",12.95,"1,224.65",797.12,797.12,,,-,"828,191.69",,Burundi,"24,214.46","154,451.92","3,902.72",604.21,"5,562.43",361.02,"189,096.77",0,0,0,0,0,"79,621.79",0,0,0,0,0,0,0,0,0,0,0,0,"79,621.79",0,0,0,0,0,0,0,0,0,0,"79,621.79","2,370.91",115.86,"1,035.17",4.06,19.07,"1,564.29",555.79,243.33,"1,093.99","1,764.22","8,766.69",,,,"3,576.25",,,,,0,"3,576.25",0,"3,576.25",281.12,281.12,319.6,319.6,,,0,"281,662.22"
Cambodia,"9,792.66","213,563.39",3.3,0.51,5.68,60.66,"223,426.20",0,0,0,103.8,0,0,0,0,0,0,0,0,0,0,0,103.8,0,0,,,0,0,,0,0,0,103.8,"1,322.08",29.28,555.76,10.36,588.91,514.69,70.02,50.71,915.61,231.1,0,0,"4,288.53",,,,,,,,,-,-,-,-,"16,107.75","16,107.75",,,-,"244,030.09",,Cambodia,"13,669.85","87,193.09",0,0,0,0,"100,862.93",0,0,0,0,0,0,"3,846.71",0,0,0,0,0,0,0,0,0,0,0,"3,846.71",0,0,0,0,0,0,0,0,0,0,"3,846.71","1,287.85",5.03,506.51,0,0,975.56,365.31,106.26,551.5,"1,143.84","4,941.85",,,,,,,,,0,0,0,0,"1,046.48","1,046.48",0,0,,,0,"110,697.98"
Cameroon,"56,486.55","112,224.27",5.68,0.88,12.34,79.56,"168,809.28",0,0,0,0,"1,743,596.25",0,0,0,0,0,0,0,0,0,0,"1,743,596.25",0,0,,,0,0,,0,0,0,"1,743,596.25","49,591.04",616.23,"20,862.13",401.09,"21,693.88","20,353.27","3,085.36","1,614.05","34,590.44","10,016.95",0,0,"162,824.43","23,285.09",,"184,211.32","2,319.03",,243.56,,-,"207,496.41","2,319.03",243.56,"210,059.00","1,125.57","1,125.57",,106.35,106.35,"4,030,117.13",,Cameroon,"15,894.87","101,385.39",0,0,0,0,"117,280.26",0,0,0,0,0,"343,461.97",0,0,0,0,0,0,0,0,0,0,0,0,"343,461.97",0,0,0,0,0,0,0,0,0,0,"343,461.97","39,991.01","1,420.48","16,961.02",48.26,226.35,"27,473.42","9,995.81","3,950.12","18,064.61","31,492.19","149,623.26","14,547.32",,"66,723.27",,,,,,"81,270.59",0,0,"81,270.59","2,691.77","2,691.77","4,516.74","4,516.74",,176.82,176.82,"699,021.43"
Canada,291.72,"5,091.64",3.93,0.61,5.12,0.09,"5,393.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,74.7,1.66,54.94,0.08,3.95,48.63,4.72,1.84,2.16,19.77,8.24,0.05,220.72,,,,,,,,,-,-,-,-,,-,,,-,"5,613.83",,Canada,280.55,"1,789.50",0,0,0,0.56,"2,070.62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.33,0.14,13.85,0,0,26.85,10.02,2.87,15.1,31.42,135.59,,,,,,,,,0,0,0,0,,0,,0,,,0,"2,206.21"
Cape Verde,262.28,"1,342.55",0,0,0,1.13,"1,605.95","1,519.95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,519.95",0,0,,,0,0,,0,0,0,"1,519.95",0.64,0.1,0.23,0.01,0.32,0.22,0,0.09,0.33,0,0,0,1.93,,,,,,,,,-,-,-,-,,-,,,-,"4,647.78",,Cape Verde,93.22,594.57,0,0,0,1.03,688.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.51,0.06,5.69,0,0,11.03,4.12,1.18,6.2,12.91,55.69,,,,,,,,,0,0,0,0,,0,,0,,,0,744.51
Cayman Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,-,-,-,-,,-,,,-,0,,Cayman Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,0
Central African Republic,"42,302.14","133,261.72",0,0,0,2.13,"175,565.99","245,153.80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"245,153.80",0,0,,,0,0,,0,0,0,"245,153.80","6,514.23",47.9,"2,747.08",52.66,"2,827.98","2,721.64",430.09,189.84,"4,572.64","1,389.41",0,0,"21,493.50",,,,548.98,,0.51,,-,-,548.98,0.51,549.49,19.07,19.07,,19.07,19.07,"687,954.72",,Central African Republic,"18,786.75","119,831.27","1,408.20",218.01,"1,994.32",129.81,"142,368.36","92,308.07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"92,308.07",0,0,0,0,0,0,0,0,0,0,"92,308.07",639.79,29.79,279.25,1.04,4.87,422.32,152.06,67,295.17,480,"2,371.29",,,,906.65,,,,,0,906.65,0,906.65,111.59,111.59,"1,841.28","1,841.28",,207.97,207.97,"240,115.20"
Chad,"23,419.15","169,479.83",0,0,0,132.48,"193,031.46","339,616.68",0,0,0,"271,657.02",0,0,0,0,0,0,0,0,0,0,"611,273.70",0,0,,,0,0,,0,0,0,"611,273.70","11,305.02",115.84,"4,770.62",89.93,"4,935.60","4,637.90",710.16,346.94,"7,925.68","2,308.58",0,0,"37,146.26",,,,680.31,,,,,-,680.31,-,680.31,"1,111.76","1,111.76",,48.84,48.84,"1,454,566.05",,Chad,"19,136.65","122,063.09",0,0,0,212,"141,411.74","144,009.31",0,0,0,0,"148,033.32",0,0,0,0,0,0,0,0,0,0,0,0,"292,042.62",0,0,0,0,0,0,0,0,0,0,"292,042.62","1,070.19",55.82,471.29,1.97,9.24,696.07,248.04,113.89,496.79,785.5,"3,948.82",,,,,,,,,0,0,0,0,"3,098.26","3,098.26",132.73,132.73,,88.09,88.09,"440,722.27"
Chile,"2,984.71","15,278.23",2.85,0.44,4.96,1.17,"18,272.37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,326.06,6.8,244.53,0.3,16.16,218.14,19.54,7.48,8.76,81.76,34.01,0.18,963.7,,,,,,,,,-,-,-,-,,-,,,-,"19,236.07",,Chile,"1,419.14","9,052.01",4.46,0.69,32.16,2.08,"10,510.55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.24,0.52,58.05,0,0,117.29,42.7,11.1,63.52,135.61,580.03,,,,,,,,,0,0,0,0,,0,,0,,,0,"11,090.58"
China,"39,843.43","1,896,250.56",99.12,15.35,194.51,"1,166.40","1,937,569.36",0,0,45.49,0,42.88,0,0,0,0,0,0,0,0,0,0,88.37,406.71,0,,,0,0,,0,0,406.71,495.08,"17,308.67",76.07,"7,327.43",137.01,"7,493.67","7,234.76","1,158.83",461.49,"12,229.26","3,748.43",0,0,"57,175.62",,,,,,,,,-,-,-,-,-,-,,,-,"1,995,328.44",,China,"209,261.29","1,334,772.87","16,538.11","2,560.39","21,713.43","3,844.66","1,588,690.75",0,0,0,14.96,14.39,0,0,0,0,0,0,0,15.07,0,0,0,0,0,44.42,"1,604.42",0,0,0,0,0,0,0,0,"1,604.42","1,648.84","12,168.79",47.49,"4,785.99",0,0,"9,217.98","3,451.82","1,004.00","5,211.12","10,808.08","46,695.27",,,,,,,,,0,0,0,0,-,0,0,0,,,0,"1,637,034.87"
"China, Hong Kong SAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,-,-,-,-,,-,,,-,0,,"China, Hong Kong SAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,0
"China, Macao SAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,-,-,-,-,,-,,,-,0,,"China, Macao SAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,0
Colombia,"10,682.95","51,059.39",24.76,3.83,42.89,9.2,"61,823.01",0,0,0,29.26,0,0,0,0,0,0,0,0,0,0,0,29.26,89.31,0,,,0,0,,0,0,89.31,118.57,835.34,19.01,608.34,0,45.28,543.57,53.98,19.81,21.31,226.06,94.26,0,"2,466.96",,,,,,,,,-,-,-,-,,-,,,-,"64,437.81",,Colombia,0,0,180.25,27.91,386.24,21.31,615.71,455.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455.65,0,0,0,0,0,0,0,0,0,0,455.65,"8,483.34",28.92,"3,255.82",0,0,"6,578.92","2,395.31",622.53,"3,562.83","7,606.66","32,534.32",,,,,,,,,0,0,0,0,,0,,0,,,0,"33,605.68"
Comoros,0,"11,366.45",0,0,0,7.33,"11,373.78","16,296.63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,296.63",0,0,,,0,0,,0,0,0,"16,296.63",0.05,0,0.02,0,0.02,0.02,0,0,0.03,0.01,0,0,0.15,152.53,,,148.73,,10.74,,,152.53,148.73,10.74,311.99,,-,8.72,,8.72,"44,287.91",,Comoros,"1,034.83","6,600.67",0,0,0,0,"7,635.50",777.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777.09,0,0,0,0,0,0,0,0,0,0,777.09,1.9,0.01,0.74,0,0,1.44,0.54,0.15,0.81,1.69,7.28,43.64,,69.64,,,17.01,,-,113.28,0,17.01,130.29,,0,,0,13.65,9.12,22.78,"8,572.94"
Congo,"7,742.29","52,371.63",0,0,0,41.44,"60,155.35",0,0,0,0,"116,706.38",0,0,0,0,0,0,0,0,0,0,"116,706.38",0,0,,,0,0,,0,0,0,"116,706.38","7,378.39",141.95,"3,083.85",61.21,"3,254.59","2,993.20",433.19,278.43,"5,083.76","1,408.42",0,0,"24,117.00",,,,924.07,,29.58,,-,-,924.07,29.58,953.64,573.67,573.67,,67.88,67.88,"319,280.32",,Congo,"4,018.58","25,632.50",111.36,17.24,158.71,59.91,"29,998.30",0,0,0,0,0,"41,313.86",0,0,0,0,0,0,0,0,0,0,0,0,"41,313.86",0,0,0,0,0,0,0,0,0,0,"41,313.86",440.45,1.69,172.73,0,0,334.69,124.92,35.79,188.22,391.7,"1,690.18",,,,,,,,,0,0,0,0,"1,268.06","1,268.06",12.48,12.48,,3.57,3.57,"74,286.45"
Cook Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,-,-,-,-,,-,,,-,0,,Cook Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,0
Costa Rica,242.78,"3,024.64",0,0,0,0.14,"3,267.56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,,,0,0,,0,0,0.06,0.06,33.26,0.72,24.69,0.02,1.7,22.03,2.05,0.77,0.88,8.57,3.57,0.01,98.26,,,,,,,,,-,-,-,-,,-,,,-,"3,365.89",,Costa Rica,170.02,"1,084.50",0,0,0,0,"1,254.53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.27,0.54,10.75,0.02,0.08,18.99,6.94,2.3,11.57,21.9,99.35,,,,,,,,,0,0,0,0,,0,,0,,,0,"1,353.88"
Cote dlvoire,"45,851.44","219,578.31",0,0,0,186.94,"265,616.68",0,0,0,0,"1,026,903.83",0,0,0,0,0,0,0,0,0,0,"1,026,903.83",0,0,,,0,0,,0,0,0,"1,026,903.83","61,066.83",739.85,"25,694.17",493.73,"26,702.79","25,087.53","3,812.44","1,974.38","42,612.87","12,374.10",0,0,"200,558.68",,,,-,,2.96,,-,-,-,2.96,2.96,"10,247.53","10,247.53",,69.35,69.35,"2,530,302.87",,Cote dlvoire,"22,783.62","145,325.29",0,0,0,339.69,"168,448.60",0,0,0,0,0,"494,427.88",0,0,0,0,0,0,0,0,0,0,0,0,"494,427.88",0,0,0,0,0,0,0,0,0,0,"494,427.88",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,"1,710.87","1,710.87",0,0,,147.46,147.46,"664,734.81"
Croatia,592.02,"3,030.43",0,0,0,2.54,"3,624.99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,5.16,0.01,2.2,0.04,2.24,2.12,0.34,0.13,3.67,1.1,0,0,17.01,,,,,,,,,-,-,-,-,,-,,,-,"3,642.00",,Croatia,170.53,"1,087.71",0,0,0,1.89,"1,260.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,"1,260.13"
Cuba,189.58,"4,172.04",0.17,0.03,0.29,0.2,"4,362.32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,285.4,5.9,214.36,0.14,14.03,192.32,17.01,6.32,7.13,71.15,29.59,0.08,843.43,,,,,,,,,-,-,-,-,,-,,,-,"5,205.75",,Cuba,132.67,846.25,0,0,0,0.87,979.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.43,2.13,42.27,0.06,0.31,73.68,26.79,8.77,45.48,84.73,386.65,,,,,,,,,0,0,0,0,,0,,0,,,0,"1,366.44"
CuraASao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,-,-,-,-,,-,,,-,0,,CuraASao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,0
Cyprus,20.17,103.24,0,0,0,0.09,123.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0.31,0.04,0.11,0,0.16,0.1,0,0.04,0.17,0,0,0,0.94,,,,,,,,,-,-,-,-,,-,,,-,124.44,,Cyprus,9.88,63.04,0,0,0,0.11,73.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,73.04
Czech Republic,70.82,"3,724.88",1.66,0.26,6.07,0.07,"3,803.76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0.05,0.01,0.02,0,0.02,0.02,0,0.01,0.03,0,0,0,0.14,,,,,,,,,-,-,-,-,,-,,,-,"3,803.91",,Czech Republic,147.07,938.11,2.53,0.39,3.19,0.31,"1,091.61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,"1,091.61"
Democratic People's Republic of Korea,0,"193,456.50",0,0,0,124.84,"193,581.34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0,,,0,0,,0,0,1.55,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,-,-,-,-,,-,,,-,"193,582.89",,Democratic People's Republic of Korea,"7,437.18","47,438.03","2,037.78",315.48,"3,115.52",196.08,"60,540.07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,"60,540.07"
Democratic Republic of the Congo,"250,632.95","1,724,152.72",30.39,4.71,66.03,844.27,"1,975,731.07",0,0,0,0,"4,154,685.11",0,0,0,0,0,0,0,0,0,0,"4,154,685.11",0,0,,,0,0,,0,0,0,"4,154,685.11","21,483.24",596.59,"8,855.68",192.32,"9,531.96","8,793.00","1,231.91",975.09,"14,474.20","3,970.29",0,0,"70,104.28",,,,177.15,,11.18,,-,-,177.15,11.18,188.33,"10,424.72","10,424.72",,24.3,24.3,"10,365,842.92",,Democratic Republic of the Congo,"162,543.36","1,036,782.57","9,586.46","1,484.15","13,715.36",888.67,"1,225,000.57",0,0,0,0,0,"1,187,961.22",0,0,0,0,0,0,0,0,0,0,0,0,"1,187,961.22",0,0,0,0,0,0,0,0,0,0,"1,187,961.22","18,986.50","1,126.24","8,502.70",40.09,188.14,"12,029.58","4,255.49","2,097.65","8,922.11","13,494.20","69,642.69","68,424.27",,,,,134.08,,-,"68,424.27",0,134.08,"68,558.35","4,906.41","4,906.41","75,672.17","75,672.17",,19.46,19.46,"2,631,760.86"
Denmark,0,"1,419.48",0.61,0.09,0.94,0.01,"1,421.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,4.23,0.58,1.55,0.05,2.15,1.4,0,0.54,2.27,0,0,0,12.77,,,,,,,,,-,-,-,-,,-,,,-,"1,433.91",,Denmark,76.83,490.09,0,0,0,0.07,566.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,566.99
Djibouti,935.4,"11,043.90",0,0,0,8.05,"11,987.35",0,96.27,0,0,0,0,0,0,0,0,0,0,0,0,0,96.27,0,0,,,0,0,,0,0,0,96.27,87.69,0.53,36.99,0.71,37.99,36.83,5.88,2.48,61.64,18.97,0,0,289.71,,,,,,,,,-,-,-,-,,-,,,-,"12,469.61",,Djibouti,"1,299.47","8,288.68",94.26,14.59,133.68,8.7,"9,839.38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.11,2.97,50.02,0.1,0.45,86.2,31.74,11.34,53.67,99.71,457.3,,,,,,,,,0,0,0,0,,0,,0,,,0,"10,296.69"
Dominica,18.84,57.61,0,0,0,0.06,76.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,8.88,0.14,7.33,0.14,0.33,5.62,0.41,0.35,0.73,1.7,0.7,0.08,26.41,,,,,,,,,-,-,-,-,,-,,,-,102.92,,Dominica,12.2,77.79,0,0,0,0.14,90.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0.01,0.75,0,0,1.53,0.56,0.14,0.83,1.76,7.54,,,,,,,,,0,0,0,0,,0,,0,,,0,97.66
Dominican Republic,"3,576.05","19,412.10",19.97,3.09,33.55,10.51,"23,055.27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,"2,394.56",47.86,"1,832.01",12.49,113.82,"1,562.65",137.2,67.63,101.55,574.09,238.94,7.42,"7,090.22",,,,,,,,,-,-,-,-,,-,0.02,,0.02,"30,145.51",,Dominican Republic,"2,213.29","14,117.44",217.29,33.64,334.5,20.99,"16,937.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,1.56,1.56,477.75,10.01,195.65,0.31,1.46,344.71,126.38,42.49,210.57,398.11,"1,807.43",,,,,,,,,0,0,0,0,,0,,0,0.01,0.01,0.02,"18,746.17"
Ecuador,"2,377.49","40,489.26",20.84,3.23,36.08,21.58,"42,948.48",0,6.56,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56,36.35,0,,,0,0,,0,0,36.35,42.91,510.19,11.1,377.31,0.22,26.4,336.96,31.73,11.85,13.3,132.79,55.29,0.13,"1,507.27",,,,,,,,,-,-,-,-,,-,,,-,"44,505.22",,Ecuador,"3,315.74","21,149.45",556.75,86.19,845.3,53.36,"26,006.80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.01,0,0,0,0,0,0,0,0,145.01,145.01,123.18,0.99,48.83,0.02,0.09,92.59,34.24,10.02,53.06,107.73,470.76,,,,,,,,,0,0,0,0,,0,,0,,,0,"26,622.56"
Egypt,94.48,"92,371.71",9.97,1.54,28.32,59.7,"92,565.72",3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84,0,0,,,0,0,,0,0,0,3.84,30.48,0.21,12.83,0.25,13.2,12.88,2.07,0.89,21.36,6.64,0,0,100.81,,,,,,,,,-,-,-,-,"40,744.80","40,744.80",,0.04,0.04,"133,419.04",,Egypt,"3,672.76","23,426.68",41.59,6.44,59.83,69.61,"27,276.92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.38,6.93,45.01,0.25,1.17,58.69,20.54,11.47,46.86,65.22,353.51,,,,,,,,,0,0,0,0,"1,763.97","1,763.97",0,0,,,0,"29,394.40"
