2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TB,,,,,,,Malaria (p.falc),,,,,,,,,,,,,,,,Malaria (p.vivax),,,,,,,,,,Malaria,HIV,,,,,,,,,,,,,RoundWorm,,,Hookworm,,Whipworm,,,,,,Worms,Schistosomiasis,,,,,Total,,,TB,,,,,,,Malaria (p.falc),,,,,,,,,,,,,,,,,,,Malaria (p.vivax),,,,,,,,,,Malaria,HIV,,,,,,,,,,,RoundWorm,,,Hookworm,,Whipworm,,,,,,Worms,Schistomasis,,Onchocerciasis,,,,,Total
El Salvador,437.09,"5,521.04",0.31,0.05,0.56,2.05,"5,961.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,576.07,11.69,439.16,3.2,27.81,372.46,33.39,16.74,25.41,139.75,58.2,1.9,"1,705.76",,,,,,,,,-,-,-,-,,-,,,-,"7,666.86",,El Salvador,390.77,"2,492.54",0,0,0,2.49,"2,885.80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.43,0,0,0,0,0,0,0,0,11.43,11.43,517.32,9.01,210.97,0.26,1.24,376.55,138.11,44.41,227.55,435.3,"1,960.72",,,,,,,,,0,0,0,0,,0,,0,,,0,"4,857.95"
Equatorial Guinea,"1,323.16","5,044.29",0,0,0,4.56,"6,372.01",0,0,0,0,"22,482.97",0,0,0,0,0,0,0,0,0,0,"22,482.97",0,0,,,0,0,,0,0,0,"22,482.97",844.62,4.93,356.97,6.74,366.19,352.65,56.07,23.5,595.02,181.33,0,0,"2,788.03",,,,,,,,,-,-,-,-,10.4,10.4,,6.77,6.77,"54,143.16",,Equatorial Guinea,633.99,"4,043.90",15.1,2.34,23.1,4.36,"4,722.80",0,0,0,0,0,"16,260.97",0,0,0,0,0,0,0,0,0,0,0,0,"16,260.97",0,0,0,0,0,0,0,0,0,0,"16,260.97",76.97,2.02,31.86,0.07,0.31,54.62,20.01,7.2,34.16,62.99,290.19,,,,,,,,,0,0,0,0,24.24,24.24,56.64,56.64,,10.09,10.09,"21,364.94"
Eritrea,"19,232.38","98,447.18",0,0,0,82.51,"117,762.07",0,0,0,0,"1,924.91",0,0,0,0,0,0,0,0,0,0,"1,924.91","1,014.53",0,,,0,0,,0,0,"1,014.53","2,939.44",267.58,1.25,113.68,2.06,116.16,110.14,17.37,7,189.78,56.52,0,0,881.53,,,,,,,,,-,-,-,-,40.51,40.51,,0.02,0.02,"123,548.48",,Eritrea,"11,390.27","72,652.82",0,0,0,0,"84,043.09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,237.06",68.94,549.96,2.43,11.44,795.64,279.9,130.56,578.61,890.88,"4,545.41",,,,,,,,,0,0,0,0,19.18,19.18,0,0,,0.04,0.04,"88,607.71"
Estonia,141.22,"1,676.59",12.72,1.97,61.99,1.58,"1,896.07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0.52,0.07,0.19,0.01,0.27,0.17,0,0.07,0.28,0,0,0,1.58,,,,,,,,,-,-,-,-,,-,,,-,"1,897.64",,Estonia,93.45,596.05,17.29,2.68,33.82,3.86,747.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,747.14
Ethiopia,"217,241.59","1,935,136.00",61.76,9.56,122.72,413.97,"2,152,985.59","187,858.71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"187,858.71",0,0,,,0,0,,0,0,0,"187,858.71","34,827.13",854.94,"14,478.38",295.26,"15,457.62","14,015.39","1,954.61","1,457.04","23,757.46","6,359.62",0,0,"113,457.47",,,,"1,265.35",,34.27,,-,-,"1,265.35",34.27,"1,299.62","1,661.83","1,661.83",,0,0,"2,645,121.94",,Ethiopia,"219,990.71","1,403,210.46","5,644.84",873.92,"8,273.81",530.37,"1,638,524.11","25,195.85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25,195.85",0,"13,059.14",0,0,0,0,0,0,0,"13,059.14","38,254.99","2,654.66",10.18,"1,041.05",0,0,"2,017.22",752.89,215.73,"1,134.40","2,360.82","10,186.96",,,,,,204.45,,-,0,0,204.45,204.45,"11,705.11","11,705.11",104.33,104.33,,0.03,0.03,"1,698,979.99"
Fiji,26.31,"2,064.78",0,0,0,1.36,"2,092.45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,36.07,0.08,15.37,0.27,15.63,14.85,2.37,0.87,25.72,7.71,0,0,118.95,,,,,,,,,-,-,-,-,,-,5.24,,5.24,"2,216.65",,Fiji,149.93,956.32,0,0,0,1.66,"1,107.91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.2,0.13,13.02,0,0,25.24,9.42,2.7,14.19,29.53,127.42,2.81,,2.92,4.89,,,,,5.72,4.89,0,10.61,,0,,0,0.29,0.12,0.41,"1,246.35"
Finland,"1,322.17",0,1.9,0.29,2.42,0.04,"1,326.82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,,,,,,,,,-,-,-,-,,-,,,-,"1,326.83",,Finland,101.14,645.13,7.38,1.14,11.21,0.71,766.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,766.72
France,"1,771.75","24,895.94",0,0,0,0.53,"26,668.22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,7.51,1.03,2.75,0.09,3.82,2.49,0,0.97,4.02,0.01,0,0,22.69,,,,,,,,,-,-,-,-,,-,,,-,"26,690.91",,France,"1,631.19","10,404.56",0,0,0,0,"12,035.75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,"12,035.75"
French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,-,-,-,-,,-,-,,-,0,,French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,-,-,0,0
Gabon,"6,212.88","6,594.10",0,0,0,10.39,"12,817.37",0,0,0,0,"31,375.23",0,0,0,0,0,0,0,0,0,0,"31,375.23",0,0,,,0,0,,0,0,0,"31,375.23",398,4.16,168.13,3.14,173.97,162.38,24.7,12.18,279.34,80.46,0,0,"1,306.45",,,,75.49,,17.56,,-,-,75.49,17.56,93.05,114.52,114.52,,1.64,1.64,"77,083.49",,Gabon,"1,002.87","6,396.82",5.14,0.8,7.57,3.27,"7,416.47",0,0,0,0,0,"7,947.83",0,0,0,0,0,0,0,0,0,0,0,0,"7,947.83",0,0,0,0,0,0,0,0,0,0,"7,947.83",229.79,3.75,92.84,0.11,0.51,168.67,61.83,19.55,100.31,194.99,872.34,317.22,,532.76,,,29.86,,-,849.97,0,29.86,879.83,272.55,272.55,0,0,,2.94,2.94,"17,391.97"
Gambia,"1,285.70","15,252.83",0,0,0,11.11,"16,549.64","32,440.96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"32,440.96",0,0,,,0,0,,0,0,0,"32,440.96",730.38,7.5,307.85,5.86,318.67,301,46.29,22.58,511.35,150.19,0,0,"2,401.67",,,,,,,,,-,-,-,-,371.6,371.6,,5.92,5.92,"84,210.75",,Gambia,"1,314.38","8,383.76",0,0,0,30.94,"9,729.09","2,926.74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,926.74",0,0,0,0,0,0,0,0,0,0,"2,926.74",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,910.41,910.41,0,0,,,0,"13,566.23"
Georgia,197.75,"15,601.47",81.18,12.57,169.13,8.5,"16,070.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,201.85,0.66,86.09,1.51,87.63,82.41,12.98,4.96,143.96,42.42,0,0,664.47,,,,,,,,,-,-,-,-,,-,,,-,"16,735.08",,Georgia,880.33,"5,615.19",122.36,18.94,179.93,24.27,"6,841.03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.46,0.19,7.42,0,0.02,13.67,5.08,1.57,8.03,15.94,70.39,,,,,,,,,0,0,0,0,,0,,0,,,0,"6,911.41"
Germany,"3,000.64","15,359.76",9.87,1.53,19.48,1.73,"18,393.02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,23.29,3.19,8.52,0.28,11.85,7.72,0,2.99,12.47,0.02,0,0,70.33,,,,,,,,,-,-,-,-,,-,,,-,"18,463.35",,Germany,875.75,"5,585.98",0,0,0,12.79,"6,474.52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,"6,474.52"
Ghana,"29,454.93","125,735.55",1.14,0.18,2.58,114.47,"155,308.85","509,033.26",0,0,0,"406,757.45",0,0,0,0,0,0,0,0,0,0,"915,790.71",0,0,,,0,0,,0,0,0,"915,790.71","21,897.12",271.08,"9,209.22",177.49,"9,576.88","8,998.69","1,366.21",713.19,"15,269.31","4,433.11",0,0,"71,912.30",,,,,,,,,-,-,-,-,"1,876.24","1,876.24",,126.83,126.83,"2,060,805.64",,Ghana,"-6,711.63","-42,810.14","3,361.07",520.35,"4,919.43","3,849.59","-36,871.33","114,274.89",0,0,0,0,"109,927.10",0,0,0,0,0,0,0,0,0,0,0,0,"224,201.99",0,0,0,0,0,0,0,0,0,0,"224,201.99","1,262.27",62.27,553.83,2.18,10.24,826.97,295.89,132.66,584.61,935.97,"4,666.89",,,,,,,,,0,0,0,0,936.5,936.5,0,0,,4.93,4.93,"192,938.98"
Greece,518.74,"2,655.33",0.44,0.07,1.11,0.24,"3,175.93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0.09,0.01,0.03,0,0.04,0.03,0,0.01,0.05,0,0,0,0.26,,,,,,,,,-,-,-,-,,-,,,-,"3,176.19",,Greece,308.99,"1,970.87",0,0,0,1.49,"2,281.34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,"2,281.34"
Greenland,10.71,54.83,0,0,0,0.05,65.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,-,-,-,-,,-,,,-,65.59,,Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,0
Grenada,16.37,75.11,0,0,0,0.06,91.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,55.55,0.97,44.42,0.58,2.31,35.99,2.8,1.85,3.43,11.72,4.87,0.35,164.84,,,,,,,,,-,-,-,-,,-,,,-,256.39,,Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.82,0.17,19.12,0,0,38.64,14.07,3.66,20.93,44.68,191.08,,,,,,,,,0,0,0,0,,0,,0,,,0,191.08
Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,-,-,-,-,,-,,,-,0,,Guam,5.91,37.67,0,0,0,0.07,43.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0.17,0,0,0.32,0.12,0.03,0.18,0.38,1.64,,,,,,,,,0,0,0,0,,0,,0,,,0,45.28
Guatemala,"3,924.21","43,906.71",2.57,0.4,7.06,47.01,"47,887.95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.57,0,,,0,0,,0,0,81.57,81.57,"1,487.28",21.55,625.51,11.95,653.14,603.93,89.61,50.24,"1,035.69",291.9,0,0,"4,870.80",,,,,,,,,-,-,-,-,,-,,,-,"52,840.33",,Guatemala,12.85,81.97,0,0,0,0.69,95.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58,0,0,0,0,0,0,0,0,6.58,6.58,295.32,22.15,139.02,0.79,3.72,173.88,60.31,34.87,144.31,191.97,"1,066.33",,,,,,,,,0,0,0,0,-,0,0,0,,,0,"1,168.42"
Guinea,"29,991.32","132,746.41",8.72,1.35,20.59,16.58,"162,784.97",0,0,0,0,"583,213.35",0,0,0,0,0,0,0,0,0,0,"583,213.35",0,0,,,0,0,,0,0,0,"583,213.35","5,561.33",76.3,"2,345.84",43.86,"2,442.50","2,242.44",331.73,182.47,"3,887.76","1,084.29",0,0,"18,198.52",,,,"4,284.17",,6.76,,-,-,"4,284.17",6.76,"4,290.93","1,904.16","1,904.16",,32.26,32.26,"1,353,637.54",,Guinea,"1,576.91","10,058.30",125.77,19.47,312.1,16.4,"12,108.95",0,0,0,0,0,"299,761.40",0,0,0,0,0,0,0,0,0,0,0,0,"299,761.40",0,0,0,0,0,0,0,0,0,0,"299,761.40",485.66,20.92,209.81,0.72,3.4,325.19,117.33,49.76,222.35,370.36,"1,805.51",,,,,,,,,0,0,0,0,"3,996.87","3,996.87",0,0,,17.77,17.77,"317,690.50"
Guinea-Bissau,"7,399.46","18,570.59",0,0,0,19.28,"25,989.34","264,103.26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"264,103.26",0,0,,,0,0,,0,0,0,"264,103.26","1,594.38",21.83,671.06,12.79,699.3,648.57,96.82,52.92,"1,111.77",315.3,0,0,"5,224.74",,,,205.1,,,,,-,205.1,-,205.1,212.8,212.8,,25.64,25.64,"559,864.13",,Guinea-Bissau,"17,456.26","111,344.75",0,0,0,0,"128,801.01","12,213.96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,213.96",0,0,0,0,0,0,0,0,0,0,"12,213.96",170.46,0.65,66.85,0,0,129.53,48.35,13.85,72.84,151.59,654.13,,,,,,,,,0,0,0,0,359.56,359.56,,0,,4.41,4.41,"142,033.07"
Guyana,694.58,"2,667.74",0,0,0,2.41,"3,364.73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.35,0,,,0,0,,0,0,14.35,14.35,694.6,13.78,531.6,2.91,32.74,458.98,39.63,18.48,26.72,165.77,68.95,1.73,"2,055.88",,,,,,,,,-,-,-,-,,-,1.75,,1.75,"5,436.70",,Guyana,"3,235.98","20,640.66",0,0,0,35.85,"23,912.49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.89,0,0,0,0,0,0,0,0,54.89,54.89,699.46,27.08,307.24,0.9,4.25,466.63,167.38,66.65,325.74,530.22,"2,595.55",,,,,,,,,0,0,0,0,,0,,0,7.15,18.1,25.24,"26,588.17"
Haiti,"29,132.40","179,539.21",18.57,2.88,32.39,73.63,"208,799.08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,"2,148.90",41.84,"1,666.31",18.79,99.59,"1,369.42",119.45,70.42,118.37,500,208.27,11.15,"6,372.53",,,,,,,,,-,-,-,-,,-,146.51,,146.51,"215,318.12",,Haiti,279.71,"1,784.14",56.24,8.71,73.98,4.98,"2,207.76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,136.81",27.68,467.91,0.89,4.17,813.91,296.74,102.34,502.69,936.46,"4,289.61",,,,,,,,,0,0,0,0,,0,,0,82.65,863.29,945.94,"7,443.31"
Honduras,"1,596.67","16,469.73",1.94,0.3,3.16,6.91,"18,078.71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.41,0,,,0,0,,0,0,29.41,29.41,"1,122.51",23.59,844.39,4.38,56.16,727.1,67.28,30.83,43.35,281.65,117.34,2.6,"3,321.17",,,,,,84.72,166.58,,-,-,251.3,251.3,,-,,,-,"21,680.60",,Honduras,"3,992.70","25,467.41",91.19,14.12,132.67,25.6,"29,723.69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.57,0,0,0,0,0,0,0,0,77.57,77.57,659.02,41.47,306.76,1.44,6.83,401.42,140.34,71.59,320.31,446.7,"2,395.88",,,,,,,,,0,0,0,0,,0,,0,,,0,"32,197.13"
Hungary,"6,471.34",0,3.92,0.61,9.28,0.92,"6,486.07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,21.14,0.05,8.98,0.16,9.14,8.82,1.42,0.52,15.02,4.61,0,0,69.88,,,,,,,,,-,-,-,-,,-,,,-,"6,555.94",,Hungary,"1,683.30","10,736.93",0,0,0,7.8,"12,428.02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,"12,428.02"
Iceland,1.93,59.09,0,0,0,0.04,61.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0.03,0,0.01,0,0.01,0.01,0,0,0.02,0,0,0,0.09,,,,,,,,,-,-,-,-,,-,,,-,61.15,,Iceland,206.5,"1,317.18",0,0,0,2.29,"1,525.98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,"1,525.98"
India,"976,080.87","15,806,431.41",770.69,119.32,"1,429.17","11,163.21","16,795,994.68",0,"101,361.74",0,0,0,0,0,0,0,0,0,0,0,0,0,"101,361.74","112,170.92",0,,,0,0,,0,0,"112,170.92","213,532.66","21,273.26",270.79,"8,931.06",174.34,"9,302.89","8,782.16","1,337.21",703.86,"14,801.86","4,328.60",0,0,"69,906.04",,,,,,,,,-,-,-,-,,-,"1,604.03",,"1,604.03","17,182,399.16",,India,3.62,23.09,0,0,0,0.1,26.81,0,0,0,0,0,0,0,0,0,"447,790.39",0,0,0,0,0,0,0,0,"447,790.39","237,817.54",0,0,0,0,0,0,0,0,"237,817.54","685,607.93","8,614.40",33.62,"3,388.05",0,0,"6,525.49","2,443.57",710.74,"3,689.00","7,651.14","33,056.00",,,,,,,,,0,0,0,0,,0,0,0,,206.4,206.4,"718,897.13"
Indonesia,"1,866,647.43","4,245,027.34",84.22,13.04,169.48,"2,595.50","6,114,537.01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,"11,569.64",97.32,"4,871.11",94.36,"5,027.36","4,836.57",761.13,347.87,"8,100.41","2,456.68",0,0,"38,162.43",,,,,,,,,-,-,-,-,-,-,,-,-,"6,152,699.44",,Indonesia,"1,898,984.15","12,112,667.84","13,706.45","2,122.00","16,741.63","31,529.33","14,075,751.40",0,0,0,0,0,"10,540.09",0,0,"9,869.11",0,0,0,0,0,0,0,0,0,"20,409.20",0,0,0,0,0,0,0,0,0,0,"20,409.20",518.87,24.21,226.34,0.85,3.96,342.03,123.68,55.21,239.15,389.72,"1,924.01",,,,,,,,,0,0,0,0,-,0,,0,,194.36,194.36,"14,098,278.97"
Iran,"12,374.33","48,418.23",0,0,0,43.45,"60,836.02",0,7.86,0,0,0,0,0,0,0,0,0,0,0,0,0,7.86,59.17,0,,,0,0,,0,0,59.17,67.03,325.29,1.33,137.17,2.67,140.35,138.33,22.57,8.88,228.86,72.48,0,0,"1,077.92",,,,,,,,,-,-,-,-,,-,,,-,"61,988.82",,Iran,"403,118.19","2,571,288.83","4,896.25",758.03,"6,444.38","1,340.77","2,987,846.45",0,0,0,0,0,0,0,0,0,1.82,0,0,0,0,0,0,0,0,1.82,74.29,0,0,0,0,0,0,0,0,74.29,76.11,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,"2,987,922.56"
Iraq,6.6,"67,732.09",7.18,1.11,20.99,45.41,"67,813.38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,-,-,-,-,,-,,,-,"67,813.38",,Iraq,"5,936.29","37,864.62",278.59,43.13,949.65,45.58,"45,117.86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,"45,117.86"
Ireland,144.73,"1,224.51",0.36,0.06,0.46,0.06,"1,370.19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0.67,0.09,0.24,0.01,0.34,0.22,0,0.09,0.36,0,0,0,2.02,,,,,,,,,-,-,-,-,,-,,,-,"1,372.21",,Ireland,"6,785.66","43,282.35",125.33,19.4,168.76,11.24,"50,392.75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,"50,392.75"
Israel,43.42,"1,506.48",1.99,0.31,5.3,0.17,"1,557.66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,-,-,-,-,,-,,,-,"1,557.66",,Israel,74.44,474.79,0.91,0.14,1.11,0.85,552.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,552.25
Italy,"2,405.13","12,311.45",0,0,0,1.92,"14,718.51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,7.65,1.05,2.8,0.09,3.89,2.53,0,0.98,4.1,0.01,0,0,23.1,,,,,,,,,-,-,-,-,,-,,,-,"14,741.60",,Italy,71.91,458.67,0,0,0,0.39,530.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,530.97
Jamaica,138.85,693.53,0.3,0.05,0.4,0.58,833.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,"1,528.46",31.23,"1,162.27",8.07,74.33,987.05,89.16,44.11,66.66,373.22,155.46,4.79,"4,524.83",,,,,,,,,-,-,-,-,,-,,,-,"5,358.53",,Jamaica,957.69,"6,108.59",0,0,0,0,"7,066.28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496.82,3.68,197.51,0.06,0.31,372.23,138.69,41.4,214.49,434.92,"1,900.12",,,,,,,,,0,0,0,0,,0,,0,,,0,"8,966.40"
Japan,377.71,"131,248.95",0,0,0,3.96,"131,630.62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,19.83,0.88,8.04,0.18,9.02,7.82,0.94,1.14,12.96,3.05,0,0,63.88,,,,,,,,,-,-,-,-,,-,,,-,"131,694.50",,Japan,72.62,463.22,0,0,0,0.1,535.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.63,0.03,3.4,0,0,6.54,2.45,0.71,3.7,7.67,33.13,,,,,,,,,0,0,0,0,,0,,0,,,0,569.07
Jordan,0,"3,216.38",2.78,0.43,8.77,0.84,"3,229.21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,-,-,-,-,,-,,,-,"3,229.21",,Jordan,"4,764.92","30,393.03",349.59,54.12,487.14,127.76,"36,176.56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,"36,176.56"
Kazakhstan,"1,022.47","110,425.68","2,110.80",326.79,"4,774.77",177.23,"118,837.74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,758.03,3.16,320.64,6.04,327.97,318.11,51.19,20.22,535.2,165.31,0,0,"2,505.88",,,,,,,,,-,-,-,-,,-,,,-,"121,343.62",,Kazakhstan,64.97,414.43,39.93,6.18,66.15,4.03,595.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.36,15.68,135.38,0.53,2.52,181.29,64.6,30.8,141.84,204.35,"1,069.36",,,,,,,,,0,0,0,0,-,0,0,0,,,0,"1,665.05"
Kenya,"160,460.61","348,162.38",32.01,4.96,69.54,237.78,"508,967.27","841,378.52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"841,378.52",0,0,,,0,0,,0,0,0,"841,378.52","113,290.73","1,423.15","47,911.04",878.64,"49,738.49","45,491.79","6,741.27","3,585.69","79,502.64","22,080.87",0,0,"370,644.32",,,,,,,,,-,-,-,-,"2,011.97","2,011.97",,0.08,0.08,"2,564,380.68",,Kenya,"8,957.81","57,137.38",177.58,27.49,283.89,17.53,"66,601.69","176,634.89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"176,634.89",0,0,0,0,0,0,0,0,0,0,"176,634.89","88,192.40","9,185.85","45,576.49",328.04,"1,550.71","44,372.68","14,467.72","11,347.69","46,482.49","46,788.89","308,292.95",,,,,,,,,0,0,0,0,"1,734.48","1,734.48",,0,,0.07,0.07,"553,264.08"
