,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,437.09,"5,521.04",0.31,0.05,0.56,2.05,"5,961.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,576.07,11.69,439.16,3.2,27.81,372.46,33.39,16.74,25.41,139.75,58.2,1.9,"1,705.76",,,,,,,,,-,-,-,-,,-,,,-,"7,666.86",,El Salvador,225.87,"3,062.90",0,0,0,4.14,"3,292.92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.74,37.19,128.34,0,0,0,56.8,21.6,47.15,122.01,643.83,,,,,,,,,0,0,0,0,,0,,0,,,0,"3,936.75"
Equatorial Guinea,"1,323.16","5,044.29",0,0,0,4.56,"6,372.01",0,0,0,0,"22,482.97",0,0,0,0,0,0,0,0,0,0,"22,482.97",0,0,,,0,0,,0,0,0,"22,482.97",844.62,4.93,356.97,6.74,366.19,352.65,56.07,23.5,595.02,181.33,0,0,"2,788.03",,,,,,,,,-,-,-,-,10.4,10.4,,6.77,6.77,"31,660.19",,Equatorial Guinea,0,0,0,0,0,12.65,12.65,0,0,0,0,0,"12,304.45",0,0,0,0,0,0,0,0,0,0,0,0,"12,304.45",0,0,0,0,0,0,0,0,0,0,"12,304.45","1,026.99",3.86,528.55,1.13,349.83,266.24,97.5,5.9,831.32,240.18,"3,351.50",,,,,,,,,0,0,0,0,12.57,12.57,6.63,6.63,,8.59,8.59,"15,696.38"
Eritrea,"19,232.38","98,447.18",0,0,0,82.51,"117,762.07",0,0,0,0,"1,924.91",0,0,0,0,0,0,0,0,0,0,"1,924.91","1,014.53",0,,,0,0,,0,0,"1,014.53","2,939.44",267.58,1.25,113.68,2.06,116.16,110.14,17.37,7,189.78,56.52,0,0,881.53,,,,,,,,,-,-,-,-,40.51,40.51,,0.02,0.02,"121,623.57",,Eritrea,"5,051.57","101,330.05",7.24,1.12,10.59,237.19,"106,637.75",0,0,0,0,0,"19,215.17",0,0,0,0,0,0,0,0,0,0,0,0,"19,215.17",0,0,0,0,0,0,0,0,0,0,"19,215.17",128.34,0.43,66.13,0.12,43.73,33.18,12.15,0.65,104.02,29.92,418.68,,,,,,,,,0,0,0,0,36.37,36.37,0,0,,0.03,0.03,"126,308.00"
Estonia,141.22,"1,676.59",12.72,1.97,61.99,1.58,"1,896.07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0.52,0.07,0.19,0.01,0.27,0.17,0,0.07,0.28,0,0,0,1.58,,,,,,,,,-,-,-,-,,-,,,-,"1,897.64",,Estonia,120.76,"1,107.43",11.18,1.73,21.87,3.4,"1,266.38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,"1,266.38"
Ethiopia,"217,241.59","1,935,136.00",61.76,9.56,122.72,413.97,"2,152,985.59","187,858.71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"187,858.71",0,0,,,0,0,,0,0,0,"187,858.71","34,827.13",854.94,"14,478.38",295.26,"15,457.62","14,015.39","1,954.61","1,457.04","23,757.46","6,359.62",0,0,"113,457.47",,,,396.27,,34.27,,-,-,396.27,34.27,430.53,"1,661.83","1,661.83",,0,0,"2,456,394.14",,Ethiopia,"144,564.36","1,641,692.90",41.27,6.39,60.48,"1,150.74","1,787,516.14","277,830.32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"277,830.32",0,"139,686.73",0,0,0,0,0,0,0,"139,686.73","417,517.05","34,265.85",73.58,"17,835.80",21.5,"11,669.11","8,623.60","3,146.46",112.4,"27,987.22","7,749.75","111,485.27",,,,303.69,,39.77,,-,0,303.69,39.77,343.46,"1,691.92","1,691.92",120.56,120.56,,0.01,0.01,"2,318,674.41"
Fiji,26.31,"2,064.78",0,0,0,1.36,"2,092.45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,36.07,0.08,15.37,0.27,15.63,14.85,2.37,0.87,25.72,7.71,0,0,118.95,,,,,,,,,-,-,-,-,,-,5.24,,5.24,"2,216.65",,Fiji,19.39,"1,252.74",0,0,0,1.57,"1,273.70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,0,6.58,0,4.38,3.35,1.23,0.01,10.39,3.02,41.77,1.78,,,2.75,,,,,1.78,2.75,0,4.54,,0,,0,0.73,,0.73,"1,320.73"
Finland,"1,322.17",0,1.9,0.29,2.42,0.04,"1,326.82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,,,,,,,,,-,-,-,-,,-,,,-,"1,326.83",,Finland,113.84,"1,081.61",1.04,0.16,1.58,0.07,"1,198.30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,"1,198.30"
France,"1,771.75","24,895.94",0,0,0,0.53,"26,668.22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,7.51,1.03,2.75,0.09,3.82,2.49,0,0.97,4.02,0.01,0,0,22.69,,,,,,,,,-,-,-,-,,-,,,-,"26,690.91",,France,"1,759.13","16,713.51",16.13,2.5,20.81,1.57,"18,513.65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,"18,513.65"
French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,-,-,-,-,,-,-,,-,0,,French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,-,,0,0
Gabon,"6,212.88","6,594.10",0,0,0,10.39,"12,817.37",0,0,0,0,"31,375.23",0,0,0,0,0,0,0,0,0,0,"31,375.23",0,0,,,0,0,,0,0,0,"31,375.23",398,4.16,168.13,3.14,173.97,162.38,24.7,12.18,279.34,80.46,0,0,"1,306.45",,,,74.94,,17.56,,-,-,74.94,17.56,92.5,114.52,114.52,,1.64,1.64,"45,707.71",,Gabon,"1,716.86","19,418.63",0,0,0,26.75,"21,162.23",0,0,0,0,0,"15,747.77",0,0,0,0,0,0,0,0,0,0,0,0,"15,747.77",0,0,0,0,0,0,0,0,0,0,"15,747.77",258.23,0.5,133.71,0.15,88.07,66.01,24.13,0.77,210.27,59.41,841.25,303.03,,512.96,99.8,,24.86,,-,816,99.8,24.86,940.66,136.73,136.73,0,0,,2.34,2.34,"38,830.97"
Gambia,"1,285.70","15,252.83",0,0,0,11.11,"16,549.64","32,440.96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"32,440.96",0,0,,,0,0,,0,0,0,"32,440.96",730.38,7.5,307.85,5.86,318.67,301,46.29,22.58,511.35,150.19,0,0,"2,401.67",,,,,,,,,-,-,-,-,371.6,371.6,,5.92,5.92,"51,769.79",,Gambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,466.32,466.32,0,0,,7.18,7.18,473.5
Georgia,197.75,"15,601.47",81.18,12.57,169.13,8.5,"16,070.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,201.85,0.66,86.09,1.51,87.63,82.41,12.98,4.96,143.96,42.42,0,0,664.47,,,,,,,,,-,-,-,-,,-,,,-,"16,735.08",,Georgia,119.19,"8,257.87",33.81,5.23,49.72,15.65,"8,481.48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.24,0,11.99,0,7.95,6.03,2.21,0,18.92,5.43,75.77,,,,,,,,,0,0,0,0,,0,,0,,,0,"8,557.25"
Germany,"3,000.64","15,359.76",9.87,1.53,19.48,1.73,"18,393.02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,23.29,3.19,8.52,0.28,11.85,7.72,0,2.99,12.47,0.02,0,0,70.33,,,,,,,,,-,-,-,-,,-,,,-,"18,463.35",,Germany,"1,057.02","10,042.77",7.19,1.11,10.12,5.72,"11,123.94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,"11,123.94"
Ghana,"29,454.93","125,735.55",1.14,0.18,2.58,114.47,"155,308.85","509,033.26",0,0,0,"406,757.45",0,0,0,0,0,0,0,0,0,0,"915,790.71",0,0,,,0,0,,0,0,0,"915,790.71","21,897.12",271.08,"9,209.22",177.49,"9,576.88","8,998.69","1,366.21",713.19,"15,269.31","4,433.11",0,0,"71,912.30",,,,,,,,,-,-,-,-,"1,876.24","1,876.24",,126.83,126.83,"1,145,014.93",,Ghana,"20,318.54","91,164.72",15.49,2.4,31.15,262.35,"111,794.65","173,114.27",0,0,0,0,"146,377.22",0,0,0,0,0,0,0,0,0,0,0,0,"319,491.49",0,0,0,0,0,0,0,0,0,0,"319,491.49","6,416.03",17.83,"3,299.67",5.21,"2,188.58","1,670.10",611.84,27.24,"5,196.62","1,506.54","20,939.67",,,,,,,,,0,0,0,0,"1,236.97","1,236.97",0,0,,21.02,21.02,"453,483.79"
Greece,518.74,"2,655.33",0.44,0.07,1.11,0.24,"3,175.93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0.09,0.01,0.03,0,0.04,0.03,0,0.01,0.05,0,0,0,0.26,,,,,,,,,-,-,-,-,,-,,,-,"3,176.19",,Greece,236.29,"3,143.71",5.83,0.9,23.94,0.57,"3,411.23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,"3,411.23"
Greenland,10.71,54.83,0,0,0,0.05,65.59,0,0,0,0,0,,,,,,,,,,,0,0,0,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,-,-,-,-,,-,,,-,65.59,,Greenland,0,0,0,0,0,60.7,60.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,60.7
Grenada,16.37,75.11,0,0,0,0.06,91.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,55.55,0.97,44.42,0.58,2.31,35.99,2.8,1.85,3.43,11.72,4.87,0.35,164.84,,,,,,,,,-,-,-,-,,-,,,-,256.39,,Grenada,0,91.45,0,0,0,0.11,91.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3.5,13.13,0,0,0,5.46,2.04,4.47,11.83,63.42,,,,,,,,,0,0,0,0,,0,,0,,,0,154.98
Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,-,-,-,-,,-,,,-,0,,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0.33,0,0.22,0.16,0.06,0,0.51,0.15,2.06,,,,,,,,,0,0,0,0,,0,,0,,,0,2.06
Guatemala,"3,924.21","43,906.71",2.57,0.4,7.06,47.01,"47,887.95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.57,0,,,0,0,,0,0,81.57,81.57,"1,487.28",21.55,625.51,11.95,653.14,603.93,89.61,50.24,"1,035.69",291.9,0,0,"4,870.80",,,,,,,,,-,-,-,-,,-,,,-,"52,840.33",,Guatemala,"1,015.00","12,984.90",0,0,0,44.32,"14,044.22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,037.36",0,0,0,0,0,0,0,0,"1,037.36","1,037.36",235.53,38.58,130.02,0,0,0,58.53,22.39,48.8,125.46,659.32,,,,62.13,,5.22,,-,0,62.13,5.22,67.35,,0,0,0,,,0,"15,808.26"
Guinea,"29,991.32","132,746.41",8.72,1.35,20.59,16.58,"162,784.97",0,0,0,0,"583,213.35",0,0,0,0,0,0,0,0,0,0,"583,213.35",0,0,,,0,0,,0,0,0,"583,213.35","5,561.33",76.3,"2,345.84",43.86,"2,442.50","2,242.44",331.73,182.47,"3,887.76","1,084.29",0,0,"18,198.52",,,,"3,430.00",,6.76,,-,-,"3,430.00",6.76,"3,436.76","1,904.16","1,904.16",,32.26,32.26,"769,570.02",,Guinea,"21,668.78","101,836.41",0,0,0,162.3,"123,667.49",0,0,0,0,0,"281,364.99",0,0,0,0,0,0,0,0,0,0,0,0,"281,364.99",0,0,0,0,0,0,0,0,0,0,"281,364.99","5,214.78",21.5,"2,683.61",6.28,"1,775.55","1,351.29",494.88,32.84,"4,219.34","1,219.16","17,019.22",,,,"8,363.25",,10.82,,-,0,"8,363.25",10.82,"8,374.08","2,191.98","2,191.98",0,0,,42.08,42.08,"432,659.83"
Guinea-Bissau,"7,399.46","18,570.59",0,0,0,19.28,"25,989.34","264,103.26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"264,103.26",0,0,,,0,0,,0,0,0,"264,103.26","1,594.38",21.83,671.06,12.79,699.3,648.57,96.82,52.92,"1,111.77",315.3,0,0,"5,224.74",,,,102.79,,,,,-,102.79,-,102.79,212.8,212.8,,25.64,25.64,"295,658.56",,Guinea-Bissau,"7,976.05","16,293.74",0,0,0,33.8,"24,303.59","83,524.29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"83,524.29",0,0,0,0,0,0,0,0,0,0,"83,524.29","1,424.41",2.8,727.57,0.82,486.9,378.74,139.1,4.28,"1,149.54",342.31,"4,656.48",,,,36.2,,,,,0,36.2,0,36.2,232.17,232.17,,0,,,0,"112,752.72"
Guyana,694.58,"2,667.74",0,0,0,2.41,"3,364.73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.35,0,,,0,0,,0,0,14.35,14.35,694.6,13.78,531.6,2.91,32.74,458.98,39.63,18.48,26.72,165.77,68.95,1.73,"2,055.88",,,,,,,,,-,-,-,-,,-,1.75,,1.75,"5,436.70",,Guyana,274.1,"1,134.98",0,0,0,2.17,"1,411.24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.13,0,0,0,0,0,0,0,0,43.13,43.13,170.17,27.65,94.29,0,0,0,42.09,16.06,35.02,90.32,475.61,,,,,,0.24,,,0,0,0.24,0.24,,0,,0,12.93,,12.93,"1,943.14"
Haiti,"29,132.40","179,539.21",18.57,2.88,32.39,73.63,"208,799.08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,"2,148.90",41.84,"1,666.31",18.79,99.59,"1,369.42",119.45,70.42,118.37,500,208.27,11.15,"6,372.53",,,,,,,,,-,-,-,-,,-,146.51,,146.51,"215,318.12",,Haiti,"10,175.14","59,718.65",0,0,0,90.78,"69,984.56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,867.29","1,115.77","3,805.31",0,0,0,"1,698.46",647.9,"1,413.04","3,644.66","19,192.43",,,,,,,,,0,0,0,0,,0,,0,136.23,,136.23,"89,313.22"
Honduras,"1,596.67","16,469.73",1.94,0.3,3.16,6.91,"18,078.71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.41,0,,,0,0,,0,0,29.41,29.41,"1,122.51",23.59,844.39,4.38,56.16,727.1,67.28,30.83,43.35,281.65,117.34,2.6,"3,321.17",,,,,,84.72,166.58,,-,-,251.3,251.3,,-,,,-,"21,680.60",,Honduras,532.63,"6,615.73",0.22,0.03,0.32,2.08,"7,151.02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480.06,0,0,0,0,0,0,0,0,480.06,480.06,230.55,37.5,127.69,0,0,0,57.06,21.78,47.49,122.42,644.49,,,,,,45.03,80.8,,0,0,125.83,125.83,,0,,0,,,0,"8,401.41"
Hungary,"6,471.34",0,3.92,0.61,9.28,0.92,"6,486.07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,21.14,0.05,8.98,0.16,9.14,8.82,1.42,0.52,15.02,4.61,0,0,69.88,,,,,,,,,-,-,-,-,,-,,,-,"6,555.94",,Hungary,359.43,"3,414.92",0.3,0.05,0.99,1.23,"3,776.91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,"3,776.91"
Iceland,1.93,59.09,0,0,0,0.04,61.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0.03,0,0.01,0,0.01,0.01,0,0,0.02,0,0,0,0.09,,,,,,,,,-,-,-,-,,-,,,-,61.15,,Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,0
India,"976,080.87","15,806,431.41",770.69,119.32,"1,429.17","11,163.21","16,795,994.68",0,"101,361.74",0,0,0,0,0,0,0,0,0,0,0,0,0,"101,361.74","112,170.92",0,,,0,0,,0,0,"112,170.92","213,532.66","21,273.26",270.79,"8,931.06",174.34,"9,302.89","8,782.16","1,337.21",703.86,"14,801.86","4,328.60",0,0,"69,906.04",,,,,,,,,-,-,-,-,,-,"1,604.03",,"1,604.03","17,081,037.41",,India,"653,244.88","17,775,777.13",0,0,0,"22,892.31","18,451,914.33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"99,813.77",221.05,"51,064.07",64.57,"34,100.64","26,407.60","9,693.04",337.69,"80,614.93","23,856.78","326,174.15",,,,,,,,,0,0,0,0,,0,0,0,,208.42,208.42,"18,778,296.89"
Indonesia,"1,866,647.43","4,245,027.34",84.22,13.04,169.48,"2,595.50","6,114,537.01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,"11,569.64",97.32,"4,871.11",94.36,"5,027.36","4,836.57",761.13,347.87,"8,100.41","2,456.68",0,0,"38,162.43",,,,,,,,,-,-,-,-,-,-,,-,-,"6,152,699.44",,Indonesia,"504,584.72","2,367,961.22",2.93,0.45,3.57,"3,463.76","2,876,016.65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243.71,0.25,123.73,0.07,83.47,66.07,24.32,0.38,196.08,59.82,797.9,,,,,,,,,0,0,0,0,-,0,,0,,,0,"2,876,814.55"
Iran,"12,374.33","48,418.23",0,0,0,43.45,"60,836.02",0,7.86,0,0,0,0,0,0,0,0,0,0,0,0,0,7.86,59.17,0,,,0,0,,0,0,59.17,67.03,325.29,1.33,137.17,2.67,140.35,138.33,22.57,8.88,228.86,72.48,0,0,"1,077.92",,,,,,,,,-,-,-,-,,-,,,-,"61,980.96",,Iran,"4,431.85","35,225.46",1.24,0.19,4.24,50.82,"39,713.80",0,0,0,0,0,0,0,0,1.46,1.58,0,0,0,0,0,0,0,0,3.04,15.4,0,0,0,0,0,0,0,0,15.4,18.44,0,0,0,0,0,0,0,0,0,0,0.01,,,,,,,,,0,0,0,0,,0,,0,,,0,"39,732.25"
Iraq,6.6,"67,732.09",7.18,1.11,20.99,45.41,"67,813.38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,-,-,-,-,,-,,,-,"67,813.38",,Iraq,0,"42,248.89",0,0,0,51.71,"42,300.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,"42,300.60"
Ireland,144.73,"1,224.51",0.36,0.06,0.46,0.06,"1,370.19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0.67,0.09,0.24,0.01,0.34,0.22,0,0.09,0.36,0,0,0,2.02,,,,,,,,,-,-,-,-,,-,,,-,"1,372.21",,Ireland,50.94,851.84,0.96,0.15,1.3,0.12,905.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,905.31
Israel,43.42,"1,506.48",1.99,0.31,5.3,0.17,"1,557.66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,-,-,-,-,,-,,,-,"1,557.66",,Israel,29.58,854.91,0.22,0.03,0.27,0.36,885.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,885.38
Italy,"2,405.13","12,311.45",0,0,0,1.92,"14,718.51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,7.65,1.05,2.8,0.09,3.89,2.53,0,0.98,4.1,0.01,0,0,23.1,,,,,,,,,-,-,-,-,,-,,,-,"14,741.60",,Italy,942.96,"8,959.05",0,0,0,2.93,"9,904.95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,"9,904.95"
Jamaica,138.85,693.53,0.3,0.05,0.4,0.58,833.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,"1,528.46",31.23,"1,162.27",8.07,74.33,987.05,89.16,44.11,66.66,373.22,155.46,4.79,"4,524.83",,,,,,,,,-,-,-,-,,-,,,-,"5,358.53",,Jamaica,156.92,"1,099.93",0,0,0,0.28,"1,257.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.23,6.8,22.69,0,0,0,10.28,3.94,8.59,22.02,115.56,,,,,,,,,0,0,0,0,,0,,0,,,0,"1,372.69"
Japan,377.71,"131,248.95",0,0,0,3.96,"131,630.62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,19.83,0.88,8.04,0.18,9.02,7.82,0.94,1.14,12.96,3.05,0,0,63.88,,,,,,,,,-,-,-,-,,-,,,-,"131,694.50",,Japan,"1,095.80","58,805.38",0,0,0,5.46,"59,906.64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.67,0.03,8.02,0.01,5.36,4.14,1.52,0.04,12.67,3.74,51.18,,,,,,,,,0,0,0,0,,0,,0,,,0,"59,957.82"
Jordan,0,"3,216.38",2.78,0.43,8.77,0.84,"3,229.21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,-,-,-,-,,-,,,-,"3,229.21",,Jordan,0,976.81,2.48,0.38,3.46,0.57,983.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,983.71
Kazakhstan,"1,022.47","110,425.68","2,110.80",326.79,"4,774.77",177.23,"118,837.74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,758.03,3.16,320.64,6.04,327.97,318.11,51.19,20.22,535.2,165.31,0,0,"2,505.88",,,,,,,,,-,-,-,-,,-,,,-,"121,343.62",,Kazakhstan,"1,358.16","72,980.39","2,725.93",422.02,"4,277.48",425.19,"82,189.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260.92,0,133.64,0,89.38,69.1,25.36,0,211.39,62.36,852.14,,,,,,,,,0,0,0,0,,0,0,0,,,0,"83,041.31"
Kenya,"160,460.61","348,162.38",32.01,4.96,69.54,237.78,"508,967.27","841,378.52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"841,378.52",0,0,,,0,0,,0,0,0,"841,378.52","113,290.73","1,423.15","47,911.04",878.64,"49,738.49","45,491.79","6,741.27","3,585.69","79,502.64","22,080.87",0,0,"370,644.32",,,,,,,,,-,-,-,-,"2,011.97","2,011.97",,0.08,0.08,"1,723,002.16",,Kenya,"195,003.14","461,432.31",9.29,1.44,16.58,742.11,"657,204.86","187,609.28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"187,609.28",0,0,0,0,0,0,0,0,0,0,"187,609.28","28,680.20",85.86,"14,938.97",25.06,"9,754.51","7,190.67","2,622.81",131.13,"23,414.26","6,462.23","93,305.70",,,,,,,,,0,0,0,0,"2,400.23","2,400.23",,0,,,0,"940,520.07"
Kiribati,0,"1,329.10",0,0,0,0.86,"1,329.95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0.51,0.01,0.21,0,0.23,0.21,0.03,0.02,0.35,0.1,0,0,1.68,,,,,,,,,-,-,-,-,,-,-,,-,"1,331.63",,Kiribati,0,640.13,0,0,0,0.78,640.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.03,0,0.02,0.02,0.01,0,0.05,0.01,0.21,,,,,,,,,0,0,0,0,,0,,0,-,,0,641.12
