,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,0,"7,524.55",0.86,0.13,1.23,0.67,"7,527.45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0.41,0.06,0.15,0,0.21,0.14,0,0.05,0.22,0,0,0,1.25,,,,,,,,,-,-,-,-,,-,,,-,"7,528.70",,Bosnia and Herzegovina,394.52,"3,748.29",0,0,0,0.61,"4,143.42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,"4,143.42"
Botswana,"10,602.62","8,589.87",17.19,2.66,35.15,2.58,"19,250.08","5,107.26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,107.26",0,0,,,0,0,,0,0,0,"5,107.26","2,881.51",26.96,"1,228.07",21.17,"1,264.82","1,140.17",169.34,81.61,"2,045.35",558.2,0,0,"9,417.20",,,,,,,,,-,-,-,-,85.05,85.05,,,-,"33,859.59",,Botswana,"19,844.83","18,464.91",0,0,0,57.08,"38,366.82","2,790.79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,790.79",0,0,0,0,0,0,0,0,0,0,"2,790.79","1,741.12",0.27,910.4,0.08,593.8,434.14,158.19,0.42,"1,429.19",389.41,"5,657.02",,,,,,,,,0,0,0,0,123.81,123.81,0,0,,,0,"46,938.44"
Brazil,"41,242.97","286,507.19",110.99,17.18,192.21,64.8,"328,135.35",32.61,0,0,30.45,0,0,0,0,0,0,0,0,0,0,0,63.06,378.22,0,,,0,0,,0,0,378.22,441.28,"9,531.11",205.01,"7,075.52",5.76,487.67,"6,313.14",587,221.38,252.36,"2,456.47","1,022.64",3.42,"28,161.49",,,,,,,,,-,-,-,-,"4,569.38","4,569.38",,-,-,"361,307.50",,Brazil,"27,303.09","205,527.95",175.37,27.15,221.68,38.88,"233,294.12",0,0,0,0,0,0,0,258.48,0,0,0,0,0,0,0,0,0,0,258.48,"2,603.99",0,0,0,0,0,0,0,0,"2,603.99","2,862.47","19,121.50","2,908.16","10,921.16",0,0,0,"4,541.77","1,693.22","3,714.23","9,833.95","52,733.99",,,,,,,,,0,0,0,0,"3,631.35","3,631.35",0,0,,-,0,"292,521.94"
British Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,-,-,-,-,,-,,,-,0,,British Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,0
Brunei Darussalam,1.88,676.9,0,0,0,0.44,679.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0.55,0.02,0.23,0,0.24,0.22,0.03,0.02,0.37,0.1,0,0,1.78,,,,,,,,,-,-,-,-,,-,0.02,,0.02,681.01,,Brunei Darussalam,0,310.62,0,0,0,0.02,310.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,-,,0,310.64
Bulgaria,8.28,"11,216.19",9.24,1.43,23.82,2.07,"11,261.04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0.22,0.03,0.08,0,0.11,0.07,0,0.03,0.11,0,0,0,0.66,,,,,,,,,-,-,-,-,,-,,,-,"11,261.69",,Bulgaria,9.67,"4,766.88",0.6,0.09,3.96,1.95,"4,783.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,"4,783.16"
Burkina Faso,"23,877.96","170,667.28",20.27,3.14,46.08,100.33,"194,715.05","900,187.77",0,0,0,"736,833.95",0,0,0,0,0,0,0,0,0,0,"1,637,021.72",0,0,,,0,0,,0,0,0,"1,637,021.72","1,046.09",14.39,440.69,8.33,459.09,423.89,63.01,34.59,730.17,205.54,0,0,"3,425.80",,,,,,,,,-,-,-,-,"10,169.26","10,169.26",,224.55,224.55,"1,845,556.38",,Burkina Faso,"16,127.19","156,161.40",47.07,7.29,94.56,391.43,"172,828.94","291,700.60",0,0,0,0,"257,996.16",0,0,0,0,0,0,0,0,0,0,0,0,"549,696.76",0,0,0,0,0,0,0,0,0,0,"549,696.76","4,439.64",11.04,"2,299.22",3.23,"1,512.96","1,133.15",414.14,16.86,"3,613.21","1,019.94","14,463.39",,,,,,,,,0,0,0,0,"1,413.78","1,413.78",0,0,,140.81,140.81,"738,543.68"
Burundi,"75,067.67","387,240.62",30.09,4.66,65.36,38.57,"462,446.96",0,0,0,0,"175,412.62",0,0,0,0,0,0,0,0,0,0,"175,412.62",0,0,,,0,0,,0,0,0,"175,412.62","3,926.47",49.93,"1,649.74",32.03,"1,717.23","1,616.89",245.61,129.39,"2,734.29",796.13,0,0,"12,897.71",,,,"1,144.58",,12.95,,-,-,"1,144.58",12.95,"1,157.53",797.12,797.12,,,-,"652,711.94",,Burundi,"34,476.26","280,748.04",48.37,7.49,62.15,76.96,"315,419.28",0,0,0,0,0,"224,971.59",0,0,0,0,0,0,0,0,0,0,0,0,"224,971.59",0,0,0,0,0,0,0,0,0,0,"224,971.59","2,080.61",4.43,"1,079.32",1.29,709.11,528.84,193.18,6.77,"1,695.77",475.72,"6,775.05",,,,"7,052.05",,18.92,,-,0,"7,052.05",18.92,"7,070.96",454.54,454.54,396.19,396.19,,,0,"555,087.61"
Cambodia,"9,792.66","213,563.39",3.3,0.51,5.68,60.66,"223,426.20",0,0,0,103.8,0,0,0,0,0,0,0,0,0,0,0,103.8,0,0,,,0,0,,0,0,0,103.8,"1,322.08",29.28,555.76,10.36,588.91,514.69,70.02,50.71,915.61,231.1,0,0,"4,288.53",,,,,,,,,-,-,-,-,"16,107.75","16,107.75",,,-,"243,926.28",,Cambodia,"3,281.61","116,235.14",0,0,0,147.97,"119,664.73",0,0,0,0,0,0,452.17,0,0,0,0,0,0,0,0,0,0,0,452.17,0,0,0,0,0,0,0,0,0,0,452.17,"2,170.78",10.21,"1,140.20",2.97,735.02,529.24,192.49,15.58,"1,778.18",474.74,"7,049.41",,,,,,,,,0,0,0,0,"4,579.64","4,579.64",0,0,,,0,"131,745.95"
Cameroon,"56,486.55","112,224.27",5.68,0.88,12.34,79.56,"168,809.28",0,0,0,0,"1,743,596.25",0,0,0,0,0,0,0,0,0,0,"1,743,596.25",0,0,,,0,0,,0,0,0,"1,743,596.25","49,591.04",616.23,"20,862.13",401.09,"21,693.88","20,353.27","3,085.36","1,614.05","34,590.44","10,016.95",0,0,"162,824.43","20,646.70",,"229,510.72","1,867.96",,243.56,,-,"250,157.42","1,867.96",243.56,"252,268.94","1,125.57","1,125.57",,106.35,106.35,"2,328,730.81",,Cameroon,"50,056.82","115,031.22",0,0,0,227.78,"165,315.81",0,0,0,0,0,"374,021.60",0,0,0,0,0,0,0,0,0,0,0,0,"374,021.60",0,0,0,0,0,0,0,0,0,0,"374,021.60","14,179.59",26.36,"7,252.23",7.71,"4,846.74","3,757.00","1,379.20",40.27,"11,454.53","3,394.07","46,337.71","28,397.83",,,"1,341.66",,172.79,,-,"28,397.83","1,341.66",172.79,"29,912.28",552.15,552.15,"5,427.84","5,427.84",,191.12,191.12,"621,758.51"
Canada,291.72,"5,091.64",3.93,0.61,5.12,0.09,"5,393.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,74.7,1.66,54.94,0.08,3.95,48.63,4.72,1.84,2.16,19.77,8.24,0.05,220.72,,,,,,,,,-,-,-,-,,-,,,-,"5,613.83",,Canada,249.81,"3,166.60",3.28,0.51,4.92,0.2,"3,425.33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.46,6.47,21.78,0,0,0,9.81,3.76,8.18,21.03,110.49,,,,,,,,,0,0,0,0,,0,,0,,,0,"3,535.82"
Cape Verde,262.28,"1,342.55",0,0,0,1.13,"1,605.95","1,519.95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,519.95",0,0,,,0,0,,0,0,0,"1,519.95",0.64,0.1,0.23,0.01,0.32,0.22,0,0.09,0.33,0,0,0,1.93,,,,,,,,,-,-,-,-,,-,,,-,"3,127.83",,Cape Verde,95.95,"1,509.83",0,0,0,2.01,"1,607.80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.05,0.05,14.45,0.01,9.58,7.29,2.67,0.07,22.77,6.57,91.51,,,,,,,,,0,0,0,0,,0,,0,,,0,"1,699.32"
Cayman Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,-,-,-,-,,-,,,-,0,,Cayman Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,0
Central African Republic,"42,302.14","133,261.72",0,0,0,2.13,"175,565.99","245,153.80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"245,153.80",0,0,,,0,0,,0,0,0,"245,153.80","6,514.23",47.9,"2,747.08",52.66,"2,827.98","2,721.64",430.09,189.84,"4,572.64","1,389.41",0,0,"21,493.50",,,,113.79,,0.51,,-,-,113.79,0.51,114.31,19.07,19.07,,19.07,19.07,"442,365.74",,Central African Republic,"39,184.40","82,939.37",14.81,2.29,21.11,265.98,"122,427.96","77,286.54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"77,286.54",0,0,0,0,0,0,0,0,0,0,"77,286.54","1,649.92",4.12,841.93,1.21,563.68,439.5,161.47,6.3,"1,329.90",397.4,"5,395.42",,,,452.39,,1.53,,-,0,452.39,1.53,453.92,17.27,17.27,"1,844.95","1,844.95",,170.89,170.89,"207,596.96"
Chad,"23,419.15","169,479.83",0,0,0,132.48,"193,031.46","339,616.68",0,0,0,"271,657.02",0,0,0,0,0,0,0,0,0,0,"611,273.70",0,0,,,0,0,,0,0,0,"611,273.70","11,305.02",115.84,"4,770.62",89.93,"4,935.60","4,637.90",710.16,346.94,"7,925.68","2,308.58",0,0,"37,146.26",,,,846.77,,,,,-,846.77,-,846.77,"1,111.76","1,111.76",,48.84,48.84,"843,458.81",,Chad,"35,385.00","166,952.88",0,0,0,265.83,"202,603.72","114,892.17",0,0,0,0,"97,147.37",0,0,0,0,0,0,0,0,0,0,0,0,"212,039.55",0,0,0,0,0,0,0,0,0,0,"212,039.55","2,572.45",6.02,"1,317.05",1.76,878.62,678.94,249.14,9.2,"2,078.40",613.23,"8,404.82",,,,"2,017.55",,,,,0,"2,017.55",0,"2,017.55","1,491.79","1,491.79",20.45,20.45,,69.12,69.12,"426,646.99"
Chile,"2,984.71","15,278.23",2.85,0.44,4.96,1.17,"18,272.37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,326.06,6.8,244.53,0.3,16.16,218.14,19.54,7.48,8.76,81.76,34.01,0.18,963.7,,,,,,,,,-,-,-,-,,-,,,-,"19,236.07",,Chile,"2,276.20","11,508.97",4.31,0.67,12.77,1.46,"13,804.39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.03,21.45,80.55,0,0,0,33.5,12.49,27.39,72.53,388.93,,,,,,,,,0,0,0,0,,0,,0,,,0,"14,193.32"
China,"39,843.43","1,896,250.56",99.12,15.35,194.51,"1,166.40","1,937,569.36",0,0,45.49,0,42.88,0,0,0,0,0,0,0,0,0,0,88.37,406.71,0,,,0,0,,0,0,406.71,495.08,"17,308.67",76.07,"7,327.43",137.01,"7,493.67","7,234.76","1,158.83",461.49,"12,229.26","3,748.43",0,0,"57,175.62",,,,,,,,,-,-,-,-,-,-,,,-,"1,995,240.06",,China,"16,345.61","1,621,083.12",95.76,14.83,125.73,"1,945.46","1,639,610.51",0,0,0,55.97,54.13,52.82,0,0,0,0,0,0,28.5,0,0,0,0,0,191.43,0,0,0,0,0,0,0,0,0,0,191.43,"9,712.72",9.73,"4,974.03",2.84,"3,322.92","2,568.23",942.44,14.86,"7,860.01","2,318.67","31,726.45",,,,,,,,,0,0,0,0,-,0,0,0,,,0,"1,671,528.39"
"China, Hong Kong SAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,-,-,-,-,,-,,,-,0,,"China, Hong Kong SAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,0
"China, Macao SAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,-,-,-,-,,-,,,-,0,,"China, Macao SAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,0
Colombia,"10,682.95","51,059.39",24.76,3.83,42.89,9.2,"61,823.01",0,0,0,29.26,0,0,0,0,0,0,0,0,0,0,0,29.26,89.31,0,,,0,0,,0,0,89.31,118.57,835.34,19.01,608.34,0,45.28,543.57,53.98,19.81,21.31,226.06,94.26,0,"2,466.96",,,,,,,,,-,-,-,-,,-,,,-,"64,408.55",,Colombia,"5,740.04","41,062.76",30.32,4.69,48.19,17.26,"46,903.28","2,093.78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,093.78","4,101.23",0,0,0,0,0,0,0,0,"4,101.23","6,195.01","8,305.17","1,263.12","4,743.46",0,0,0,"1,972.66",735.43,"1,613.23","4,271.24","22,904.30",,,,,,,,,0,0,0,0,,0,,0,,,0,"76,002.59"
Comoros,0,"11,366.45",0,0,0,7.33,"11,373.78","16,296.63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,296.63",0,0,,,0,0,,0,0,0,"16,296.63",0.05,0,0.02,0,0.02,0.02,0,0,0.03,0.01,0,0,0.15,74.16,,,78.54,,10.74,,,74.16,78.54,10.74,163.44,,-,8.72,,8.72,"27,842.72",,Comoros,"9,404.44",0,0,0,0,16.34,"9,420.79","4,289.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,289.11",0,0,0,0,0,0,0,0,0,0,"4,289.11",10.56,0.02,5.44,0.01,3.61,2.75,1.01,0.03,8.57,2.47,34.46,99.54,,,91.55,,14.81,,,99.54,91.55,14.81,205.91,,0,,0,11.32,,11.32,"13,961.58"
Congo,"7,742.29","52,371.63",0,0,0,41.44,"60,155.35",0,0,0,0,"116,706.38",0,0,0,0,0,0,0,0,0,0,"116,706.38",0,0,,,0,0,,0,0,0,"116,706.38","7,378.39",141.95,"3,083.85",61.21,"3,254.59","2,993.20",433.19,278.43,"5,083.76","1,408.42",0,0,"24,117.00",,,,212.19,,29.58,,-,-,212.19,29.58,241.76,573.67,573.67,,67.88,67.88,"201,862.06",,Congo,"9,921.67","38,612.49",0,0,0,12.3,"48,546.47",0,0,0,0,0,"34,360.96",0,0,0,0,0,0,0,0,0,0,0,0,"34,360.96",0,0,0,0,0,0,0,0,0,0,"34,360.96",247.11,0.7,126.04,0.2,84.39,65.86,24.2,1.07,199.05,59.57,808.22,,,,8.71,,1.77,,-,0,8.71,1.77,10.48,528.05,528.05,6.01,6.01,,2.52,2.52,"84,262.71"
Cook Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,-,-,-,-,,-,,,-,0,,Cook Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,0
Costa Rica,242.78,"3,024.64",0,0,0,0.14,"3,267.56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,,,0,0,,0,0,0.06,0.06,33.26,0.72,24.69,0.02,1.7,22.03,2.05,0.77,0.88,8.57,3.57,0.01,98.26,,,,,,,,,-,-,-,-,,-,,,-,"3,365.89",,Costa Rica,136.02,"1,963.27",0.3,0.05,0.37,0.29,"2,100.30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.52,3.3,11.42,0,0,0,5.05,1.92,4.19,10.85,57.25,,,,,,,,,0,0,0,0,,0,,0,,,0,"2,157.55"
Cote dlvoire,"45,851.44","219,578.31",0,0,0,186.94,"265,616.68",0,0,0,0,"1,026,903.83",0,0,0,0,0,0,0,0,0,0,"1,026,903.83",0,0,,,0,0,,0,0,0,"1,026,903.83","61,066.83",739.85,"25,694.17",493.73,"26,702.79","25,087.53","3,812.44","1,974.38","42,612.87","12,374.10",0,0,"200,558.68",,,,-,,2.96,,-,-,-,2.96,2.96,"10,247.53","10,247.53",,69.35,69.35,"1,503,399.04",,Cote dlvoire,"43,700.63","191,086.26",38.18,5.91,46.64,309.82,"235,187.45",0,0,0,0,0,"320,902.97",0,0,0,0,0,0,0,0,0,0,0,0,"320,902.97",0,0,0,0,0,0,0,0,0,0,"320,902.97",0,0,0,0,0,0,0,0,0,0,0,,,,,,2.04,,-,0,0,2.04,2.04,"7,896.85","7,896.85",0,0,,33.81,33.81,"564,023.12"
Croatia,592.02,"3,030.43",0,0,0,2.54,"3,624.99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,5.16,0.01,2.2,0.04,2.24,2.12,0.34,0.13,3.67,1.1,0,0,17.01,,,,,,,,,-,-,-,-,,-,,,-,"3,642.00",,Croatia,192.6,"1,829.87",0,0,0,2.57,"2,025.04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,"2,025.04"
Cuba,189.58,"4,172.04",0.17,0.03,0.29,0.2,"4,362.32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,285.4,5.9,214.36,0.14,14.03,192.32,17.01,6.32,7.13,71.15,29.59,0.08,843.43,,,,,,,,,-,-,-,-,,-,,,-,"5,205.75",,Cuba,105.95,"1,600.27",0.18,0.03,0.22,0.19,"1,706.84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.63,22.04,78.41,0,0,0,33.94,12.81,28.02,73.12,387.98,,,,,,,,,0,0,0,0,,0,,0,,,0,"2,094.82"
CuraASao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,-,-,-,-,,-,,,-,0,,CuraASao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,0
Cyprus,20.17,103.24,0,0,0,0.09,123.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0.31,0.04,0.11,0,0.16,0.1,0,0.04,0.17,0,0,0,0.94,,,,,,,,,-,-,-,-,,-,,,-,124.44,,Cyprus,8.37,79.56,0,0,0,0.11,88.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,88.05
Czech Republic,70.82,"3,724.88",1.66,0.26,6.07,0.07,"3,803.76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0.05,0.01,0.02,0,0.02,0.02,0,0.01,0.03,0,0,0,0.14,,,,,,,,,-,-,-,-,,-,,,-,"3,803.91",,Czech Republic,0,"1,737.51",0,0,0,2.13,"1,739.64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,"1,739.64"
Democratic People's Republic of Korea,0,"193,456.50",0,0,0,124.84,"193,581.34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0,,,0,0,,0,0,1.55,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,-,-,-,-,,-,,,-,"193,582.89",,Democratic People's Republic of Korea,0,"104,994.78",8.69,1.35,12.35,174.87,"105,192.05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,"105,192.05"
Democratic Republic of the Congo,"250,632.95","1,724,152.72",30.39,4.71,66.03,844.27,"1,975,731.07",0,0,0,0,"4,154,685.11",0,0,0,0,0,0,0,0,0,0,"4,154,685.11",0,0,,,0,0,,0,0,0,"4,154,685.11","21,483.24",596.59,"8,855.68",192.32,"9,531.96","8,793.00","1,231.91",975.09,"14,474.20","3,970.29",0,0,"70,104.28",,,,152.78,,11.18,,-,-,152.78,11.18,163.96,"10,424.72","10,424.72",,24.3,24.3,"6,211,133.44",,Democratic Republic of the Congo,"147,514.71","1,284,376.95",14.71,2.28,22.45,"1,441.86","1,433,372.96",0,0,0,0,0,"855,388.09",0,0,0,0,0,0,0,0,0,0,0,0,"855,388.09",0,0,0,0,0,0,0,0,0,0,"855,388.09","17,768.92",67.31,"9,089.40",19.67,"6,058.55","4,688.27","1,720.69",102.84,"14,325.71","4,237.33","58,078.70",,,,"6,405.81",,345.99,,-,0,"6,405.81",345.99,"6,751.80","11,716.08","11,716.08","50,779.95","50,779.95",,30.58,30.58,"2,416,118.17"
Denmark,0,"1,419.48",0.61,0.09,0.94,0.01,"1,421.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,4.23,0.58,1.55,0.05,2.15,1.4,0,0.54,2.27,0,0,0,12.77,,,,,,,,,-,-,-,-,,-,,,-,"1,433.91",,Denmark,85.26,810.06,0,0,0,0.06,895.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,0,,0,,,0,895.38
Djibouti,935.4,"11,043.90",0,0,0,8.05,"11,987.35",0,96.27,0,0,0,0,0,0,0,0,0,0,0,0,0,96.27,0,0,,,0,0,,0,0,0,96.27,87.69,0.53,36.99,0.71,37.99,36.83,5.88,2.48,61.64,18.97,0,0,289.71,,,,,,,,,-,-,-,-,,-,,,-,"12,373.34",,Djibouti,996.06,"13,619.25",0,0,0,2.55,"14,617.86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.47,0.52,140.99,0.15,94.54,73.87,27.15,0.79,222.91,66.8,904.18,,,,,,,,,0,0,0,0,,0,,0,,,0,"15,522.04"
Dominica,18.84,57.61,0,0,0,0.06,76.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,8.88,0.14,7.33,0.14,0.33,5.62,0.41,0.35,0.73,1.7,0.7,0.08,26.41,,,,,,,,,-,-,-,-,,-,,,-,102.92,,Dominica,64.41,0,0,0,0,0.11,64.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.54,1.91,7.16,0,0,0,2.98,1.11,2.43,6.45,34.57,,,,,,,,,0,0,0,0,,0,,0,,,0,99.1
Dominican Republic,"3,576.05","19,412.10",19.97,3.09,33.55,10.51,"23,055.27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,"2,394.56",47.86,"1,832.01",12.49,113.82,"1,562.65",137.2,67.63,101.55,574.09,238.94,7.42,"7,090.22",,,,,,,,,-,-,-,-,,-,0.02,,0.02,"30,145.51",,Dominican Republic,"2,874.05","12,426.44",24.08,3.73,34.35,19.74,"15,382.40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,1.96,1.96,423.5,69.23,234.01,0,0,0,105.12,40.19,87.6,225.39,"1,185.03",,,,,,,,,0,0,0,0,,0,,0,0.02,,0.02,"16,569.40"
Ecuador,"2,377.49","40,489.26",20.84,3.23,36.08,21.58,"42,948.48",0,6.56,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56,36.35,0,,,0,0,,0,0,36.35,42.91,510.19,11.1,377.31,0.22,26.4,336.96,31.73,11.85,13.3,132.79,55.29,0.13,"1,507.27",,,,,,,,,-,-,-,-,,-,,,-,"44,498.66",,Ecuador,"3,586.52","31,530.50",28.5,4.41,38.85,49.86,"35,238.65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.64,0,0,0,0,0,0,0,0,234.64,234.64,86.29,14.08,47.73,0,0,0,21.39,8.17,17.82,45.88,241.36,,,,,,,,,0,0,0,0,,0,,0,,,0,"35,714.66"
Egypt,94.48,"92,371.71",9.97,1.54,28.32,59.7,"92,565.72",3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84,0,0,,,0,0,,0,0,0,3.84,30.48,0.21,12.83,0.25,13.2,12.88,2.07,0.89,21.36,6.64,0,0,100.81,,,,,,,,,-,-,-,-,"40,744.80","40,744.80",,0.04,0.04,"133,415.20",,Egypt,209.36,"32,948.90",0.18,0.03,0.37,46.57,"33,205.40",9.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.62,0,0,0,0,0,0,0,0,0,0,9.62,71.17,0.3,36.31,0.09,24.26,18.91,6.95,0.46,57.25,17.1,232.8,,,,,,,,,0,0,0,0,"4,152.22","4,152.22",0,0,,0.04,0.04,"37,600.07"
